2025-11-20 10:28:34,603 | INFO | Balance fetched: {'accountAlias': 'mYfWuXoCuXuXXq', 'asset': 'USDT', 'balance': '5006.97565056', 'crossWalletBalance': '5006.97565056', 'crossUnPnl': '0.00000000', 'availableBalance': '5006.97565056', 'maxWithdrawAmount': '5006.97565056', 'marginAvailable': True, 'updateTime': 1763565527215}
2025-11-20 10:28:34,627 | INFO | Fetching balance on dashboard
2025-11-20 10:28:40,247 | INFO | Fetching balance on dashboard
2025-11-20 10:28:40,481 | INFO | Fetching balance on dashboard
2025-11-20 10:28:41,024 | INFO | Market order clicked: BTCUSDT, BUY, qty=0.001
2025-11-20 10:28:41,216 | ERROR | Order error → APIError(code=-4164): Order's notional must be no smaller than 100 (unless you choose reduce only).
2025-11-20 10:28:45,729 | INFO | Fetching balance on dashboard
2025-11-20 10:28:45,924 | INFO | Fetching balance on dashboard
2025-11-20 10:28:46,383 | INFO | Market order clicked: BTCUSDT, BUY, qty=0.002
2025-11-20 10:28:46,878 | INFO | Market order placed → {'orderId': 10441417819, 'symbol': 'BTCUSDT', 'status': 'NEW', 'clientOrderId': 'x-Cb7ytekJ97fa1ea0ab858bcd37540c', 'price': '0.00', 'avgPrice': '0.00', 'origQty': '0.002', 'executedQty': '0.000', 'cumQty': '0.000', 'cumQuote': '0.00000', 'timeInForce': 'GTC', 'type': 'MARKET', 'reduceOnly': False, 'closePosition': False, 'side': 'BUY', 'positionSide': 'BOTH', 'stopPrice': '0.00', 'workingType': 'CONTRACT_PRICE', 'priceProtect': False, 'origType': 'MARKET', 'priceMatch': 'NONE', 'selfTradePreventionMode': 'EXPIRE_MAKER', 'goodTillDate': 0, 'updateTime': 1763614726158}
2025-11-20 10:28:55,796 | INFO | Fetching balance on dashboard
2025-11-20 10:28:57,458 | INFO | Fetching balance on dashboard
2025-11-20 10:28:57,679 | INFO | Fetching balance on dashboard
2025-11-20 10:28:58,142 | INFO | OCO request → BTCUSDT, entry=BUY, TP=2e-05, SL=2e-05
2025-11-20 10:28:58,590 | ERROR | OCO error → APIError(code=-1102): Mandatory parameter 'stopprice' was not sent, was empty/null, or malformed.
2025-11-20 10:30:08,054 | INFO | Login attempt with API key prefix: WA1v***
2025-11-20 10:30:08,866 | INFO | Login successful
